visual_first_3_seconds,voice_first_3_seconds,background_music_type_first_3_seconds,seven_day_views,year,quarter,month,target,last_day_tags,Primary_Category_1_grouped,Video_Type_1_1_final,Video_Type_1_2_final,voice_first_3_seconds_grouped,thumbnail_1_grouped,thumbnail_sentiment_1_grouped,thumbnail_sentiment_2_grouped,time_distribution,date
commoner (np),text only (to),low,2911,2019,2,6,low,no_tags,global news,rare,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-17
crowd,text only (to),relevant,16105,2019,2,6,low,no_tags,environment/ecosystem,inspiring,informative,text only (to),rare,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-18
famous personality (fp),text only (to),neutral,2464,2019,2,6,low,no_tags,politics,informative,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-16
commoner (np),text only (to),relevant,2116,2019,2,6,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-15
other,text only (to),relevant,4975,2019,2,6,low,no_tags,rare,emotions,no_video_type_1,text only (to),object,rare,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-15
commoner (np),text only (to),relevant,12464,2019,2,6,low,no_tags,places,explainers,no_video_type_1,text only (to),rare,anger,action,6 AM - 9 AM,2019-06-18
other,text only (to),relevant,1613,2019,2,6,low,no_tags,technology & innovations,inspiring,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-17
other,text only (to),relevant,21908,2019,2,6,low,no_tags,lifestyle,emotions,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-16
commoner (np),common voice (optv),relevant,2563,2019,2,6,low,no_tags,lifestyle,emotions,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-17
crowd,text only (to),low,8864,2019,2,6,low,no_tags,global news,rare,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-15
famous personality (fp),text only (to),low,1352,2019,2,6,low,no_tags,sports & games,rare,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-14
commoner (np),other,low,8429,2019,2,6,low,no_tags,lifestyle,emotions,informative,other,commoner,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-15
commoner (np),text only (to),low,4277,2019,2,6,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-15
other,text only (to),relevant,2267,2019,2,6,low,no_tags,technology & innovations,inspiring,informative,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-23
other,text only (to),relevant,3223,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-15
other,text only (to),relevant,1613,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-24
commoner (np),text only (to),neutral,2066,2019,2,6,low,no_tags,judiciary & crime,rare,no_video_type_1,text only (to),commoner,anger,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-14
commoner (np),other,relevant,9015,2019,2,6,low,no_tags,rare,inspiring,no_video_type_1,other,commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-24
commoner (np),common voice (optv),no music,72740,2019,2,6,high,no_tags,rare,rare,rare,common voice (optv),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-15
famous personality (fp),voice of famous personality (fpv),relevant,3164,2019,2,6,low,not_editable,global news,rare,no_video_type_1,voice of famous personality (fpv),famous personality,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-14
famous personality (fp),text only (to),relevant,10136,2019,3,7,low,no_tags,sports & games,explainers,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-07-09
famous personality (fp),text only (to),relevant,3026,2019,2,6,low,no_tags,government,informative,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-13
other,other,relevant,2038,2019,2,6,low,no_tags,places,informative,no_video_type_1,other,rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-14
other,other,no music,10453,2019,2,6,low,no_tags,global news,emotions,informative,other,rare,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-13
other,text only (to),relevant,14269,2019,2,6,low,no_tags,environment/ecosystem,emotions,informative,text only (to),rare,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-13
commoner (np),text only (to),relevant,2054,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-14
other,text only (to),relevant,1045,2019,2,6,low,no_tags,global news,informative,no_video_type_1,text only (to),rare,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-14
famous personality (fp),text only (to),low,5301,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-14
commoner (np),text only (to),low,1587,2019,2,6,low,no_tags,technology & innovations,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-15
commoner (np),common voice (optv),low,1437,2019,2,6,low,no_tags,rare,inspiring,no_video_type_1,common voice (optv),object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-17
other,text only (to),relevant,1714,2019,2,6,low,no_tags,rare,inspiring,informative,text only (to),rare,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-13
commoner (np),common voice (optv),no music,7568,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,common voice (optv),commoner,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-17
other,other,relevant,19028,2019,2,6,low,no_tags,places,informative,no_video_type_1,other,rare,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-14
commoner (np),text only (to),relevant,13030,2019,2,6,low,no_tags,lifestyle,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-13
crowd,text only (to),relevant,7260,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-13
other,text only (to),relevant,4853,2019,2,6,low,no_tags,technology & innovations,emotions,informative,text only (to),rare,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-13
famous personality (fp),text only (to),relevant,1259,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-13
famous personality (fp),other,relevant,6430,2019,2,6,low,no_tags,sports & games,informative,rare,other,famous personality,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-12
commoner (np),text only (to),relevant,3517,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-16
commoner (np),text only (to),relevant,7941,2019,3,7,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-07-01
commoner (np),text only (to),relevant,2803,2019,2,6,low,no_tags,rare,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-16
famous personality (fp),text only (to),neutral,6445,2019,2,6,low,no_tags,judiciary & crime,day-specific,no_video_type_1,text only (to),famous personality,anger,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-12
commoner (np),text only (to),relevant,1155,2019,2,6,low,no_tags,sports & games,rare,informative,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-13
famous personality (fp),other,loud,1539,2019,2,6,low,no_tags,global news,informative,rare,other,famous personality,happy,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-12
commoner (np),common voice (optv),low,11844,2019,2,6,low,no_tags,lifestyle,informative,no_video_type_1,common voice (optv),object,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-22
famous personality (fp),text only (to),relevant,1553,2019,2,6,low,no_tags,judiciary & crime,rare,no_video_type_1,text only (to),famous personality,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-11
famous personality (fp),text only (to),neutral,2807,2019,2,6,low,no_tags,global news,informative,no_video_type_1,text only (to),famous personality,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-12
other,text only (to),relevant,1300,2019,2,6,low,no_tags,technology & innovations,inspiring,informative,text only (to),object,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-16
other,text only (to),relevant,1600,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-12
crowd,text only (to),relevant,4989,2019,2,6,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-11
commoner (np),text only (to),relevant,12560,2019,2,6,low,no_tags,sports & games,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-11
commoner (np),common voice (optv),relevant,1664,2019,2,6,low,no_tags,lifestyle,inspiring,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-11
commoner (np),text only (to),relevant,1222,2019,2,6,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-11
commoner (np),text only (to),relevant,1865,2019,2,6,low,no_tags,rare,rare,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-11
crowd,voice over (vo),relevant,9294,2019,2,6,low,no_tags,lifestyle,explainers,no_video_type_1,rare,object,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-17
crowd,text only (to),loud,2734,2019,2,6,low,no_tags,politics,emotions,no_video_type_1,text only (to),crowd,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-10
famous personality (fp),text only (to),relevant,7188,2019,2,6,low,no_tags,politics,rare,day-specific,text only (to),famous personality,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-11
commoner (np),text only (to),relevant,12220,2019,2,6,low,no_tags,environment/ecosystem,emotions,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-10
commoner (np),text only (to),relevant,1630,2019,2,6,low,no_tags,environment/ecosystem,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-11
other,text only (to),relevant,1842,2019,2,6,low,no_tags,technology & innovations,emotions,no_video_type_1,text only (to),object,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-10
other,text only (to),relevant,1489,2019,2,6,low,no_tags,lifestyle,informative,no_video_type_1,text only (to),rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-10
other,text only (to),relevant,1314,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-08
commoner (np),text only (to),relevant,1751,2019,2,6,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-09
crowd,common voice (optv),no music,5862,2019,2,6,low,no_tags,global news,rare,emotions,common voice (optv),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-08
other,text only (to),loud,1861,2019,2,6,low,no_tags,government,informative,rare,text only (to),rare,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-07
commoner (np),common voice (optv),relevant,8250,2019,2,6,low,no_tags,rare,informative,no_video_type_1,common voice (optv),commoner,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-09
commoner (np),other,relevant,2165,2019,2,6,low,no_tags,government,emotions,no_video_type_1,other,commoner,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-07
famous personality (fp),text only (to),relevant,2010,2019,2,6,low,no_tags,sports & games,rare,informative,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-07
other,text only (to),relevant,5657,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-07
commoner (np),common voice (optv),relevant,12179,2019,2,6,low,no_tags,judiciary & crime,emotions,rare,common voice (optv),commoner,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-07
famous personality (fp),text only (to),neutral,1993,2019,2,6,low,no_tags,sports & games,rare,informative,text only (to),famous personality,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-09
other,common voice (optv),relevant,584,2019,2,6,low,no_tags,sports & games,inspiring,informative,common voice (optv),famous personality,anger,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-06
other,other,relevant,16240,2019,2,6,low,no_tags,technology & innovations,inspiring,informative,other,commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-09
famous personality (fp),text only (to),relevant,2140,2019,2,6,low,no_tags,sports & games,rare,emotions,text only (to),famous personality,rare,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-06
other,text only (to),relevant,7378,2019,2,6,low,no_tags,global news,day-specific,rare,text only (to),commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-08
commoner (np),text only (to),loud,2920,2019,2,6,low,no_tags,lifestyle,emotions,rare,text only (to),commoner,anger,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-10
commoner (np),other,relevant,11120,2019,2,6,low,no_tags,environment/ecosystem,inspiring,informative,other,commoner,happy,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-07
other,text only (to),relevant,2663,2019,2,6,low,no_tags,rare,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-06
commoner (np),text only (to),relevant,10779,2019,2,6,low,no_tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-10
commoner (np),text only (to),relevant,7888,2019,3,9,low,no_tags,lifestyle,inspiring,informative,text only (to),commoner,action,no_thumbnail_sentiment,9 PM - 12 AM,2019-09-08
other,other,relevant,2466,2019,2,6,low,tags,lifestyle,emotions,no_video_type_1,other,object,neutral,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-06
commoner (np),text only (to),relevant,1474,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-06
commoner (np),other,low,2185,2019,2,6,low,no_tags,rare,informative,no_video_type_1,other,object,neutral,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-10
commoner (np),common voice (optv),low,1119,2019,2,6,low,no_tags,sports & games,day-specific,no_video_type_1,common voice (optv),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-07
crowd,other,relevant,2541,2019,2,6,low,no_tags,global news,rare,no_video_type_1,other,crowd,action,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-05
other,text only (to),relevant,1939,2019,2,6,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-08
crowd,other,relevant,2805,2019,2,6,low,no_tags,lifestyle,informative,no_video_type_1,other,rare,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-05
other,text only (to),relevant,1126,2019,2,6,low,no_tags,places,informative,no_video_type_1,text only (to),object,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-05
famous personality (fp),text only (to),relevant,8905,2019,2,6,low,no_tags,government,informative,day-specific,text only (to),commoner,action,no_thumbnail_sentiment,6 AM - 9 AM,2019-06-06
commoner (np),text only (to),relevant,1275,2019,2,6,low,no_tags,environment/ecosystem,inspiring,informative,text only (to),rare,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-10
commoner (np),text only (to),neutral,70662,2019,2,6,high,no_tags,environment/ecosystem,rare,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-05
commoner (np),text only (to),relevant,4726,2019,2,6,low,not_editable,rare,informative,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-08
famous personality (fp),text only (to),low,3636,2019,2,6,low,no_tags,politics,informative,no_video_type_1,text only (to),famous personality,happy,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-04
other,voice over (vo),low,1610,2019,2,6,low,no_tags,sports & games,explainers,no_video_type_1,rare,rare,rare,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-09
commoner (np),text only (to),low,2506,2019,2,6,low,no_tags,environment/ecosystem,informative,no_video_type_1,text only (to),commoner,neutral,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-06
commoner (np),other,relevant,9387,2019,2,6,low,no_tags,environment/ecosystem,emotions,no_video_type_1,other,commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-05
other,text only (to),relevant,2105,2019,2,6,low,no_tags,rare,inspiring,no_video_type_1,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-05
other,other,relevant,17840,2019,2,6,low,no_tags,technology & innovations,informative,no_video_type_1,other,object,neutral,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-09
commoner (np),text only (to),low,2319,2019,2,6,low,no_tags,lifestyle,day-specific,informative,text only (to),commoner,happy,no_thumbnail_sentiment,3 PM - 6 PM,2019-06-04
commoner (np),text only (to),relevant,988,2019,2,6,low,no_tags,sports & games,inspiring,informative,text only (to),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-08
commoner (np),text only (to),relevant,1170,2019,2,6,low,no_tags,lifestyle,inspiring,no_video_type_1,text only (to),commoner,happy,no_thumbnail_sentiment,12 PM - 03 PM,2019-06-04
commoner (np),text only (to),neutral,7432,2019,2,6,low,no_tags,judiciary & crime,emotions,rare,text only (to),commoner,anger,no_thumbnail_sentiment,6 PM - 9 PM,2019-06-04
other,text only (to),low,29017,2019,2,6,low,no_tags,judiciary & crime,emotions,informative,text only (to),commoner,anger,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-11
famous personality (fp),voice of famous personality (fpv),no music,1183,2019,2,6,low,not_editable,government,rare,no_video_type_1,voice of famous personality (fpv),commoner,action,no_thumbnail_sentiment,9 AM - 12 PM,2019-06-04
